fre_id,eng_id,fre_docname,eng_docname
001-146420,001-155182,D. ET AUTRES c. BELGIQUE,D. AND OTHERS v. BELGIUM [Extracts]
001-102338,001-102414,AFFAIRE CHAVDAROV c. BULGARIE,CASE OF SHAVDAROV v. BULGARIA
001-160262,001-173414,AFFAIRE DI TRIZIO c. SUISSE,CASE OF DI TRIZIO AGAINST SWITZERLAND
001-220989,001-221051,AFFAIRE I.M. ET AUTRES c. ITALIE,CASE OF I.M. AND OTHERS v. ITALY
001-166692,001-194087,AFFAIRE GIORGIONI c. ITALIE,CASE OF PIAZZI AGAINST ITALY AND 7 OTHER CASES
001-158942,001-194087,AFFAIRE BONDAVALLI c. ITALIE,CASE OF PIAZZI AGAINST ITALY AND 7 OTHER CASES
001-162220,001-194087,AFFAIRE CINCIMINO c. ITALIE,CASE OF PIAZZI AGAINST ITALY AND 7 OTHER CASES
001-164523,001-163918,AFFAIRE STRUMIA c. ITALIE,CASE OF STRUMIA v. ITALY
001-24300,001-76832,JOLIE et autres contre la BELGIQUE,JOLIE v. BELGIUM
001-156086,001-215326,AFFAIRE AKINNIBOSUN c. ITALIE,CASE OF AKINNIBOSUN AGAINST ITALY AND 2 OTHER CASES
001-203179,001-229095,AFFAIRE OMOREFE c. ESPAGNE,CASE OF OMOREFE AGAINST SPAIN
001-193740,001-194106,AFFAIRE HADDAD c. ESPAGNE,CASE OF HADDAD v. SPAIN
001-158120,001-215326,AFFAIRE S.H. c. ITALIE,CASE OF AKINNIBOSUN AGAINST ITALY AND 2 OTHER CASES
001-62421,001-45584,AFFAIRE BOYLE c. ROYAUME-UNI,BOYLE v. the UNITED KINGDOM
001-207354,001-207562,AFFAIRE TERNA c. ITALIE,CASE OF TERNA v. ITALY
001-150635,001-194087,AFFAIRE MANUELLO ET NEVI  c. ITALIE,CASE OF PIAZZI AGAINST ITALY AND 7 OTHER CASES
001-205169,001-205665,AFFAIRE BĂDULESCU c. PORTUGAL,CASE OF BĂDULESCU v. PORTUGAL
001-70633,001-70663,AFFAIRE SCHEMKAMPER c. FRANCE,CASE OF SCHEMKAMPER v. FRANCE
001-164678,001-214806,AFFAIRE A.B. ET AUTRES c. FRANCE,CASE OF POPOV AGAINST FRANCE AND 5 OTHER CASES
001-164684,001-214806,AFFAIRE R.K. ET AUTRES c. FRANCE,CASE OF POPOV AGAINST FRANCE AND 5 OTHER CASES
001-164680,001-214806,AFFAIRE A.M. ET AUTRES c. FRANCE,CASE OF POPOV AGAINST FRANCE AND 5 OTHER CASES
001-164685,001-214806,AFFAIRE R.C. ET V.C. c. FRANCE,CASE OF POPOV AGAINST FRANCE AND 5 OTHER CASES
001-203163,001-203533,AFFAIRE MOUSTAHI c. FRANCE,CASE OF MOUSTAHI v. FRANCE
001-31671,NaN,SHEBASHOV contre la LETTONIE,NaN
001-31668,NaN,KWAKYE-NTI ET DUFIE contre les PAYS-BAS,NaN
001-100489,001-108106,AFFAIRE BOUSARRA c. FRANCE,CASE OF BOUSARRA AGAINST FRANCE
001-223258,NaN,BERISHA c. SUISSE,NaN
001-187492,001-187242,AFFAIRE SAGAN c. UKRAINE,CASE OF SAGAN v. UKRAINE
001-206346,001-213842,AFFAIRE BOSTAN c. RÉPUBLIQUE DE MOLDOVA,CASE OF BOSTAN AGANST THE REPUBLIC OF MOLDOVA
001-163441,001-196623,AFFAIRE POPOVI c. BULGARIE,CASE OF LENEV AGAINST BULGARIA AND 2 OTHER CASES
001-95822,NaN,HARTUNG c. FRANCE,NaN
001-100119,001-108560,AFFAIRE MENGESHA KIMFE c. SUISSE,CASE OF MENGESHA KIMFE AND 2 OTHER CASES AGAINST SWITZERLAND
001-107715,001-107713,AFFAIRE GLADYSHEVA c. RUSSIE,CASE OF GLADYSHEVA v. RUSSIA
001-166839,001-166685,AFFAIRE ANDREY MEDVEDEV c. RUSSIE,CASE OF ANDREY MEDVEDEV v. RUSSIA
001-67131,001-5491,STRUNJAK ET AUTRES c. CROATIE,STRUNJAK AND OTHERS v. CROATIA
001-86131,NaN,STENEGRY ET ADAM c. FRANCE,NaN
001-167573,001-149188,AFFAIRE K.S. ET M.S. c. ALLEMAGNE,K.S. AND M.S. v. GERMANY
001-85642,001-85643,AFFAIRE VARGA c. ROUMANIE,CASE OF VARGA v. ROMANIA
001-101646,001-101645,AFFAIRE ZUBAL c. SLOVAQUIE,CASE OF ZUBAL v. SLOVAKIA
001-162691,001-222471,AFFAIRE BAGIYEVA c. UKRAINE,CASE OF VASYLCHUK AGAINST UKRAINE AND 1 OTHER CASE
001-159799,001-160083,AFFAIRE MASLÁK ET MICHÁLKOVÁ c. RÉPUBLIQUE TCHÈQUE,CASE OF MASLÁK AND MICHÁLKOVÁ v. THE CZECH REPUBLIC
001-171973,001-172392,AFFAIRE MODESTOU c. GRÈCE,CASE OF MODESTOU v. GREECE
001-62688,001-45839,AFFAIRE CAMENZIND c. SUISSE,B.C. v. SWITZERLAND
001-95328,001-95327,AFFAIRE PAULIC c. CROATIE,CASE OF PAULIC v. CROATIA
001-95742,NaN,JACQUIER c. FRANCE,NaN
001-186449,001-186859,AFFAIRE LEOTSAKOS c. GRÈCE,CASE OF LEOTSAKOS v. GREECE
001-92148,001-92147,AFFAIRE KOLESNITCHENKO c. RUSSIE,CASE OF KOLESNICHENKO v. RUSSIA
001-86450,001-86449,AFFAIRE ILIYA STEFANOV c. BULGARIE,CASE OF ILIYA STEFANOV v. BULGARIA
001-183129,001-216998,AFFAIRE LAURENT c. FRANCE,CASE OF LAURENT AGAINST FRANCE
001-63300,001-95428,AFFAIRE LABITA c. ITALIE,CASES OF LABITA AND INDELICATO AGAINST ITALY
001-62632,001-56401,AFFAIRE DOMENICHINI c. ITALIE,CONCERNING MONITORING OF PRISONERS' CORRESPONDENCE IN ITALY - MEASURES OF A GENERAL CHARACTER
001-97942,NaN,COSCODAR c. ROUMANIE,NaN
001-62268,001-45464,AFFAIRE S. c. SUISSE,S. v. SWITZERLAND
001-31556,NaN,TOUROUDE contre la FRANCE,NaN
001-148675,001-215419,AFFAIRE DIMCHO DIMOV c. BULGARIE,CASE OF DIMCHO DIMOV AGAINST BULGARIA
001-198805,001-199183,AFFAIRE KIRDÖK ET AUTRES c. TURQUIE,CASE OF KIRDÖK AND OTHERS v. TURKEY
001-96895,001-121482,AFFAIRE XAVIER DA SILVEIRA c. FRANCE,CASE OF ANDRÉ AND ANOTHER AND XAVIER DA SILVEIRA AGAINST FRANCE
001-163455,001-163926,AFFAIRE KARABEYOĞLU c. TURQUIE,CASE OF KARABEYOĞLU v. TURKEY
001-91705,001-91704,AFFAIRE BYKOV c. RUSSIE,CASE OF BYKOV v. RUSSIA
001-68626,001-93339,AFFAIRE MATHERON c. FRANCE,CASE OF LAMBERT AND MATHERON AGAINST FRANCE
001-87040,NaN,MARCHIANI c. FRANCE,NaN
001-77377,NaN,COBAN c. ESPAGNE,NaN
001-63465,001-58915,AFFAIRE BUSCARINI ET AUTRES c. SAINT-MARIN,CASE OF BUSCARINI AND OTHERS v. SAN MARINO
001-221473,001-221909,AFFAIRE TONCHEV ET AUTRES c. BULGARIE,CASE OF TONCHEV AND OTHERS v. BULGARIA
001-162695,001-162697,AFFAIRE İZZETTİN DOĞAN ET AUTRES c. TURQUIE ,CASE OF İZZETTİN DOĞAN AND OTHERS v. TURKEY
001-148275,001-225525,AFFAIRE CUMHURİYETÇİ EĞİTİM VE KÜLTÜR MERKEZİ VAKFI c. TURQUIE,CASE OF CUMHURİYETÇİ EĞİTİM VE KÜLTÜR MERKEZİ VAKFI AGAINST TÜRKİYE
001-172133,001-172517,AFFAIRE GENOV c. BULGARIE,CASE OF GENOV v. BULGARIA
001-174412,001-230274,AFFAIRE METODIEV ET AUTRES c. BULGARIE,CASE OF GENOV AGAINST BULGARIA AND 1 OTHER CASE
001-93701,NaN,JASVIR SINGH c. FRANCE,NaN
001-116118,001-116477,AFFAIRE ASSOCIATION DES CHEVALIERS DU LOTUS D'OR c. FRANCE,CASE OF ASSOCIATION DES CHEVALIERS DU LOTUS D'OR v. FRANCE
001-103076,001-103091,AFFAIRE BOYCHEV ET AUTRES c. BULGARIE,CASE OF BOYCHEV AND OTHERS v. BULGARIA
001-71411,NaN,F.L. c. FRANCE,NaN
001-104042,001-95589,AFFAIRE LAUTSI ET AUTRES c. ITALIE ,CASE OF LAUTSI v. ITALY
001-29418,NaN,"l'ASSOCIATION ""SIVANANDA DE YOGA VEDANTA"" contre la FRANCE",NaN
001-47477,001-50844,UNION DES ATHEES contre la FRANCE,UNION DES ATHEES AGAINST FRANCE
001-73343,001-5858,AFFAIRE KOSTESKI c. « L'EX-REPUBLIQUE YOUGOSLAVE DE MACEDOINE »,"KOSTESKI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA"""
001-170346,001-170436,AFFAIRE OSMANOĞLU ET KOCABAŞ c. SUISSE,CASE OF OSMANOĞLU AND KOCABAŞ v. SWITZERLAND
001-27878,001-55398,"HABITANTS D'ALSEMBERG, de BEERSEL, de KRAAINEM, d'ANVERS ET ENVIRONS, de GAND ET ENVIRONS contre la BELGIQUE",BELGIAN LINGUISTIC CASE
001-27952,NaN,X. contre l'AUTRICHE,NaN
001-30789,NaN,C.R. contre la SUISSE,NaN
001-97380,001-97535,AFFAIRE AHMET ARSLAN ET AUTRES c. TURQUIE,CASE OF AHMET ARSLAN AND OTHERS v. TURKEY
001-157422,NaN,DOR c. ROUMANIE,NaN
001-163456,001-225527,AFFAIRE ENVER AYDEMİR c. TURQUIE,CASE OF ENVER AYDEMİR AGAINST TÜRKİYE AND 2 OTHER CASES
001-175568,NaN,BOUDELAL c. FRANCE,NaN
001-29194,001-88051,BOFFA ET 13 AUTRES contre SAINT-MARIN,BOFFA AND 13 OTHERS v. SAN MARINO
001-186245,001-216297,AFFAIRE LACHIRI c. BELGIQUE,CASE OF LACHIRI AGAINST BELGIUM
001-158878,001-159070,AFFAIRE EBRAHIMIAN c. FRANCE,CASE OF EBRAHIMIAN v. FRANCE
001-66404,001-61851,AFFAIRE VERGOS c. GRECE,CASE OF VERGOS v. GREECE
001-205822,001-206229,AFFAIRE NEAGU c. ROUMANIE,CASE OF NEAGU v. ROMANIA
001-24475,001-49576,VON PELSER contre l'ITALIE,VON PELSER AGAINST ITALY
001-24085,NaN,HUBAUX c. BELGIQUE,NaN
001-163107,001-163470,AFFAIRE ASSOCIATION DE SOLIDARITÉ AVEC LES TEMOINS DE JEHOVAH ET AUTRES c. TURQUIE,CASE OF ASSOCIATION FOR SOLIDARITY WITH JEHOVAH'S WITNESSES AND OTHERS v. TURKEY
001-65247,001-21935,AFFAIRE AGGA c. GRECE (N° 2),AGGA v. GREECE
001-93983,001-94026,AFFAIRE MIROĻUBOVS ET AUTRES c. LETTONIE,CASE OF MIROĻUBOVS AND OTHERS v. LATVIA
001-103236,001-103249,AFFAIRE SIEBENHAAR c. ALLEMAGNE,CASE OF SIEBENHAAR v. GERMANY
001-28168,NaN,HERNANDEZ SANCHEZ contre l'ESPAGNE,NaN
001-67801,001-22125,AFFAIRE HAUT CONSEIL SPIRITUEL DE LA COMMUNAUTE MUSULMANE c. BULGARIE,THE SUPREME HOLY COUNCIL OF THE MUSLIM COMMUNITY v. BULGARIA
001-146381,001-114805,AFFAIRE MANSUR YALÇIN ET AUTRES c. TURQUIE,SOFUOĞLU AND OTHERS v. TURKEY
001-80039,001-67451,AFFAIRE ÉGLISE DE SCIENTOLOGIE DE MOSCOU c. RUSSIE,CHURCH OF SCIENTOLOGY MOSCOW AND OTHERS V. RUSSIA
001-85188,001-168910,AFFAIRE ALEXANDRIDIS c. GRECE,CASE OF ALEXANDRIDIS AGAINST GREECE
001-99012,001-116546,AFFAIRE DIMITRAS ET AUTRES c. GRECE,CASE OF DIMITRAS AND OTHERS AND ONE OTHER APPLICATION AGAINST GREECE
001-107277,001-116546,AFFAIRE DIMITRAS ET AUTRES c. GRECE (N° 2),CASE OF DIMITRAS AND OTHERS AND ONE OTHER APPLICATION AGAINST GREECE
001-115754,001-165193,AFFAIRE DIMITRAS ET AUTRES c. GRÈCE (N° 3),CASE OF DIMITRAS AND OTHERS (No. 3) AND 1 OTHER CASE AGAINST GREECE 
001-103535,001-103536,AFFAIRE WASMUTH c. ALLEMAGNE,CASE OF WASMUTH v. GERMANY
001-205522,NaN,MARIȘ c. ROUMANIE,NaN
001-105610,001-148732,AFFAIRE BAYATYAN c. ARMÉNIE,CASE OF BAYATYAN AND 2 OTHER CASES AGAINST ARMENIA
001-197066,001-170069,AFFAIRE MUSHFIG MAMMADOV ET AUTRES c. AZERBAÏDJAN,MAMMADOV AND HUSEYNOV v. AZERBAIJAN
